file,obj_id,class,xmax,xmin,ymax,ymin
2010_002621,1,bird,253,83,223,138
2009_001847,1,person,487,461,249,172
2009_003088,0,bird,305,133,324,105
2011_001740,1,person,264,233,200,162
2011_001740,2,person,236,217,202,166
2011_001740,3,person,170,149,195,170
2010_006453,0,person,122,50,329,169
2009_002382,1,person,286,146,260,85
2009_002382,2,person,355,324,269,183
2009_002382,3,person,322,285,254,184
2008_002932,0,person,333,211,375,141
2008_002932,1,person,432,303,375,77
2008_002932,3,person,180,24,375,143
2008_007692,18,person,354,213,375,160
2008_007692,20,person,267,203,220,69
2009_000595,0,person,361,199,376,84
2009_000595,1,person,491,344,377,81
2012_000691,0,person,350,297,375,210
2011_003625,0,person,399,320,291,94
2012_000849,0,person,441,109,375,33
2011_005254,0,person,362,1,465,46
2009_003922,0,bird,367,211,208,81
2011_001032,5,person,493,102,323,138
2010_000744,1,person,438,270,235,1
2012_002086,0,person,303,214,381,44
2009_004095,1,person,229,174,250,78
2011_006985,0,person,263,132,330,38
2012_004178,0,person,329,160,321,155
2010_006862,0,person,246,120,375,102
2008_004172,0,sofa,231,1,500,318
2012_002509,0,person,409,185,336,57
2012_002509,1,person,269,43,325,52
2012_001000,0,person,449,297,338,80
2011_005903,0,person,245,191,225,37
2012_001766,0,person,283,114,471,3
2008_000472,0,bird,315,275,149,65
2008_004614,3,person,160,144,308,278
2008_004614,4,person,126,115,304,278
2008_004614,5,person,104,92,301,279
2012_003171,0,person,209,193,312,275
2012_003165,0,person,275,194,471,192
2007_008932,0,person,156,60,375,126
2007_008932,1,person,230,139,375,92
2007_008932,2,person,311,221,302,121
2007_008932,3,person,390,301,303,81
2012_001014,0,person,303,89,500,166
2009_003261,1,person,263,114,375,86
2009_003261,2,person,215,1,375,18
2010_006876,0,person,314,221,375,141
2008_003609,0,person,500,328,363,132
2008_003609,1,person,342,66,344,112
2008_003609,2,person,186,1,293,131
2008_000328,0,person,333,168,350,147
2009_000998,0,bird,301,136,305,70
2011_003396,0,person,480,341,276,1
2008_001036,0,person,500,221,333,44
2008_001036,1,person,246,1,333,3
2012_004144,0,person,384,24,332,52
2008_005250,0,aeroplane,311,243,226,197
2012_002535,0,person,243,161,297,121
2010_001857,1,person,330,63,476,71
2008_002259,0,person,414,12,375,24
2008_002259,1,person,500,205,375,62
2009_000026,0,bird,383,115,362,117
2008_001750,0,person,31,1,268,159
2009_000032,0,aeroplane,491,59,216,95
2011_005095,0,person,284,158,314,89
2009_002625,0,aeroplane,389,30,232,81
2008_005522,0,bird,251,170,316,252
2008_005522,1,bird,249,193,473,381
2008_005522,2,bird,138,84,316,251
2012_003159,0,person,105,76,349,269
2012_003159,1,person,158,139,347,272
2010_006692,0,person,500,17,375,1
2012_004150,0,person,433,281,308,1
2012_002521,0,person,251,11,363,65
2012_002521,1,person,198,79,246,101
2008_003635,1,person,198,55,281,61
2008_003635,2,person,349,187,277,72
2008_003635,3,person,344,303,134,97
2008_003635,4,person,382,344,148,98
2008_003635,5,person,431,349,191,88
2008_003635,6,person,289,269,123,100
2008_003635,7,person,308,288,119,90
2008_003635,8,person,201,177,130,88
2011_000853,5,person,67,48,356,290
2011_000853,6,person,56,39,351,282
2012_001028,0,person,196,170,280,186
2011_003382,0,person,461,76,375,2
2012_000336,0,person,202,1,500,171
2012_000336,1,person,296,164,446,96
2008_001022,2,person,475,449,288,211
2011_003369,0,person,291,35,329,23
2009_000967,0,aeroplane,459,1,260,68
2011_006211,0,person,184,56,375,191
2010_006679,0,person,437,127,333,1
2011_006577,0,person,259,215,255,129
2008_001977,1,person,176,117,266,62
2008_001977,2,person,294,190,325,47
2008_001977,3,person,294,240,262,38
2008_001977,4,person,202,169,290,106
2008_001977,5,person,450,370,264,59
2010_004708,0,person,456,280,375,96
2010_004708,1,person,219,70,375,11
2010_004708,2,person,17,1,362,161
2007_006076,0,bird,209,110,337,255
2007_006076,1,person,256,20,499,118
2012_001969,0,person,320,207,160,1
2011_000112,0,bird,202,69,262,208
2011_000112,1,bird,410,284,277,198
2011_006205,0,person,461,378,314,186
2011_006205,1,person,107,91,234,196
2011_006205,2,person,63,46,234,195
2012_003818,0,person,229,181,362,240
2011_000674,0,person,434,57,335,35
2011_004412,0,person,485,136,332,1
2011_002063,1,person,251,53,295,41
2009_000973,0,sofa,402,153,316,77
2010_000234,0,person,131,1,258,1
2010_000234,1,person,310,167,340,109
2010_000234,2,person,500,367,333,1
2012_003830,0,person,373,243,221,52
2010_006645,0,person,344,177,374,30
2009_000783,4,person,311,168,64,1
2011_005724,0,person,252,185,350,151
2011_005724,1,person,273,244,269,176
2011_005724,2,person,364,313,326,143
2011_003433,0,person,167,37,322,109
2009_004283,0,sofa,274,1,500,214
2012_002290,0,person,366,140,375,64
2010_006137,0,person,148,1,287,25
2010_006137,1,person,500,365,287,56
2010_006137,2,person,375,184,287,30
2009_005189,0,aeroplane,487,21,214,91
2008_000499,1,person,287,226,221,105
2011_005056,0,person,277,151,375,141
2008_001787,0,sofa,500,11,375,269
2012_001955,0,person,284,95,500,45
2012_001955,1,person,384,241,442,119
2012_001955,2,person,475,385,236,130
2011_004348,0,person,476,438,198,77
2011_003427,0,person,208,103,381,129
2012_000493,0,person,96,59,291,189
2010_003729,2,person,124,72,218,73
2011_006239,0,person,280,193,377,102
2009_002180,6,person,256,236,57,1
2008_003769,1,person,252,127,173,33
2008_003769,2,person,419,342,239,149
2008_002477,0,person,341,108,375,28
2008_002477,1,person,500,296,375,1
2011_005877,0,person,273,171,356,175
2011_005877,1,person,149,58,281,24
2008_006611,5,person,205,1,343,109
2008_006611,6,person,497,338,343,95
2008_000260,0,person,242,191,254,101
2008_002311,8,person,349,45,500,50
2009_004308,0,aeroplane,495,47,252,34
2012_003005,0,person,328,211,236,45
2012_003005,1,person,446,391,347,146
2009_005016,1,person,340,171,373,75
2008_002305,0,person,283,153,292,79
2008_004774,0,person,137,55,277,111
2008_004774,3,sofa,352,50,457,233
2008_000512,0,bird,352,53,498,50
2009_001264,0,bird,280,180,263,151
2012_001606,0,person,361,5,495,25
2012_000518,0,person,330,95,262,1
2012_000518,1,person,407,284,214,1
2011_005863,0,person,384,78,326,36
2008_008628,0,sofa,189,35,310,229
2010_006902,0,person,209,113,422,137
2010_006902,1,person,123,54,358,172
2012_003777,0,person,408,354,259,99
2012_003777,1,person,213,150,262,117
2012_004018,0,person,182,149,246,182
2009_003315,0,bird,269,242,175,141
2008_001142,0,person,456,435,295,249
2008_008600,0,sofa,375,1,500,201
2008_008600,1,person,375,25,500,156
2008_007533,0,aeroplane,444,1,278,117
2012_003987,0,person,415,235,369,97
2012_003987,1,person,257,140,365,173
2012_003987,2,person,139,58,410,161
2008_003755,1,person,454,321,375,16
2008_003755,2,person,389,250,375,51
2011_000933,2,person,417,283,335,24
2008_005324,2,person,417,39,375,41
2008_005324,3,person,50,1,254,186
2009_004452,0,sofa,500,390,229,162
2008_004984,0,person,323,69,260,1
2008_004984,1,person,239,63,262,13
2008_004984,2,person,93,1,268,173
2010_006094,0,person,500,206,375,1
2012_003039,0,person,179,119,451,295
2012_003039,1,person,250,191,454,309
2009_004334,0,bird,210,125,104,73
2009_004334,1,bird,424,192,261,85
2012_002327,0,person,212,142,408,266
2008_003033,0,aeroplane,500,11,136,36
2008_003033,1,person,348,336,127,97
2010_001923,1,person,201,137,125,1
2010_001923,2,person,276,211,102,1
2010_001923,3,person,434,387,113,1
2008_008166,0,bird,419,131,335,38
2008_001624,0,person,433,209,359,52
2011_002842,1,person,237,37,360,77
2011_002842,2,person,419,321,360,75
2011_002842,3,person,228,149,360,63
2011_002842,8,person,353,324,116,91
2010_004697,1,person,464,226,338,135
2010_004697,2,person,81,21,267,1
2007_001686,0,person,178,135,224,169
2012_000524,0,person,206,36,500,33
2009_000146,0,bird,243,107,401,92
2007_003091,0,person,183,106,284,188
2007_003091,1,person,333,205,147,1
2012_002333,0,person,245,71,342,25
2011_001387,1,person,375,95,500,1
2011_000927,1,person,155,67,261,121
2009_002037,1,person,407,284,269,1
2012_002455,0,person,128,54,292,141
2012_002455,1,person,252,194,255,132
2012_002455,2,person,371,313,215,125
2009_004446,0,aeroplane,500,403,42,9
2009_004446,1,aeroplane,500,409,75,33
2009_004446,2,aeroplane,418,146,96,12
2009_004446,3,aeroplane,500,3,252,102
2009_004446,4,person,199,160,194,141
2011_007090,0,person,288,147,375,99
2012_000242,0,person,126,25,374,122
2012_000242,1,person,279,114,396,130
2012_000242,2,person,375,231,375,137
2011_004572,0,person,342,16,375,29
2009_002962,0,bird,395,73,279,28
2011_000072,3,person,370,289,173,79
2011_000072,4,person,248,180,270,113
2011_000072,5,person,252,180,166,77
2011_000072,6,person,200,93,294,145
2011_000072,7,sofa,187,62,375,81
2011_004214,0,person,158,84,329,43
2011_004214,1,person,189,86,322,59
2010_002219,0,person,462,371,307,175
2011_004200,0,person,298,97,268,76
2011_004200,1,person,489,2,375,201
2010_003107,0,person,174,109,218,104
2007_002370,0,person,465,454,210,190
2007_002370,1,person,474,461,209,189
2009_002976,0,person,500,433,251,1
2009_002976,1,person,419,346,154,5
2009_002976,2,person,408,149,329,27
2009_002976,3,person,166,1,375,186
2009_002976,4,person,121,1,299,132
2009_002976,5,person,102,1,191,97
2009_002976,6,person,247,83,228,93
2009_002976,7,person,395,300,375,290
2010_001076,2,person,129,121,85,67
2008_003966,0,person,321,215,306,75
2011_000700,0,person,384,251,267,48
2011_000700,1,person,256,116,267,16
2011_005678,0,person,231,77,333,149
2010_006731,0,person,240,200,141,96
2010_006731,1,person,366,312,220,72
2011_006359,0,person,135,1,365,114
2008_003796,0,person,463,310,375,121
2008_003796,1,person,448,393,199,98
2008_003796,2,person,372,295,192,98
2008_003796,3,person,147,20,342,103
2008_003796,4,person,169,93,231,115
2008_003796,5,person,222,136,217,107
2012_002482,0,person,123,75,400,236
2010_003649,0,person,407,247,375,131
2010_003649,1,person,268,141,375,139
2010_003649,2,person,271,204,315,149
2010_003649,3,person,29,1,292,191
2010_003649,4,person,17,6,204,176
2010_003649,5,person,95,83,206,179
2010_003649,6,person,106,98,208,184
2010_003649,7,person,31,15,238,180
2010_003649,8,person,427,412,341,308
2012_000295,0,person,314,175,233,87
2008_006188,1,person,401,319,326,122
2011_002881,2,person,465,241,299,1
2011_002881,3,person,329,1,375,1
2011_002881,4,person,198,102,194,77
2011_002881,5,sofa,500,190,306,138
2011_004228,0,person,373,113,341,21
2011_005136,0,person,391,82,352,31
2009_003498,0,bird,377,116,302,64
2010_000432,0,person,294,171,311,32
2010_000432,1,person,355,293,292,149
2009_002792,0,person,432,406,241,203
2009_002792,1,person,449,427,148,109
2009_002792,2,person,500,398,333,1
2009_002792,3,person,432,347,333,54
2009_002792,4,person,348,272,333,51
2009_002792,5,person,311,229,287,119
2009_002792,6,person,320,166,333,115
2009_002792,7,person,208,121,333,112
2009_002792,8,person,169,94,269,101
2009_002792,9,person,136,86,211,83
2009_002792,10,person,74,52,123,96
2009_002792,11,person,92,60,265,108
2009_002792,12,person,75,26,273,96
2009_002792,13,person,35,1,276,99
2008_007282,0,sofa,407,237,338,248
2008_007282,2,sofa,500,421,374,276
2011_005644,0,person,399,348,181,66
2011_005644,1,person,500,452,169,61
2011_005644,2,person,310,257,172,61
2012_000281,0,person,306,273,270,178
2011_007053,0,person,148,117,247,189
2011_007053,1,person,203,172,241,195
2011_007053,2,person,299,261,252,195
2011_001422,1,person,260,81,375,118
2011_001422,2,person,371,244,375,101
2008_004562,0,sofa,375,159,500,290
2012_002119,0,person,202,75,295,2
2012_003207,0,person,293,261,229,151
2012_003207,1,person,418,375,291,125
2008_002113,0,person,500,88,263,53
2008_002113,1,person,315,228,375,257
2010_000803,0,person,24,1,250,190
2010_000803,1,person,36,12,232,193
2012_001410,0,person,418,75,333,47
2008_000704,1,sofa,397,136,337,173
2008_000704,2,person,327,131,337,164
2008_000704,3,sofa,169,6,261,153
2012_001376,0,person,209,63,360,22
2008_002675,0,person,308,133,500,248
2008_002675,1,person,227,74,453,45
2012_003561,0,person,500,175,295,4
2008_007719,1,person,111,1,273,1
2012_001362,0,person,285,141,325,82
2008_006407,1,person,213,146,226,172
2008_006407,2,person,154,122,209,155
2008_006407,3,person,300,255,204,158
2009_000378,1,person,232,110,375,32
2009_000378,2,person,266,233,145,108
2009_000378,3,person,156,128,179,105
2012_001404,0,person,219,170,190,48
2012_003213,0,person,294,196,309,139
2009_003671,0,sofa,281,8,268,90
2009_003671,4,sofa,208,94,149,85
2008_002107,0,person,452,266,295,4
2011_002498,1,person,324,1,500,48
2011_002498,2,person,375,175,446,309
2008_008364,1,person,338,305,156,104
2008_008364,2,person,338,320,157,117
2008_008364,3,person,427,420,119,106
2008_008364,4,person,436,428,121,104
2008_008364,5,person,74,58,105,81
2008_008364,6,person,128,112,105,83
2008_008364,7,person,500,490,145,103
2010_004481,0,sofa,248,106,266,50
2010_004481,1,person,375,1,500,48
2010_004481,2,person,144,1,248,1
2008_003231,0,person,359,153,353,120
2012_002125,0,person,500,301,375,69
2010_006296,0,person,500,120,375,18
2008_002649,0,person,313,1,500,149
2008_002649,1,person,215,95,450,234
2008_002649,2,sofa,101,1,389,144
2012_004232,0,person,421,359,289,165
2012_002643,0,person,333,94,393,1
2009_004888,2,person,258,236,275,239
2009_004888,3,person,294,271,276,242
2009_004888,4,person,294,281,257,240
2011_005491,0,person,437,414,188,120
2011_004957,0,person,500,157,382,1
2008_008402,0,sofa,500,238,377,157
2008_001340,0,person,325,6,498,81
2008_008416,1,person,332,253,229,133
2012_000040,0,person,135,97,292,179
2009_000422,2,sofa,221,145,283,220
2012_004226,0,person,360,211,289,106
2008_005132,6,bird,180,172,273,266
2008_005132,7,bird,213,203,283,275
2008_005132,8,bird,239,228,273,263
2008_005132,9,bird,186,180,281,273
2008_002885,1,person,331,194,308,39
2012_002657,0,person,500,90,375,98
2009_003895,3,sofa,500,364,149,36
2009_003895,4,person,138,128,169,149
2009_003895,5,person,134,119,171,151
2010_006282,0,person,429,4,500,18
2008_001432,0,person,313,295,199,158
2012_000726,0,person,282,173,279,172
2011_003792,0,person,244,123,279,58
2008_007043,0,sofa,471,46,375,163
2008_007043,1,person,291,193,327,144
2008_007043,2,person,360,267,314,150
2010_005953,0,aeroplane,397,46,211,89
2010_005953,1,aeroplane,500,136,332,235
2012_001438,0,person,499,220,288,1
2012_000915,0,person,172,1,479,41
2012_000915,1,person,357,166,478,20
2010_006269,0,person,363,140,333,61
2007_004517,0,person,355,2,500,98
2008_005867,3,person,297,150,77,1
2008_005867,4,person,500,347,333,15
2011_001608,1,person,440,311,353,108
2011_001608,2,person,350,89,352,123
2010_004318,0,person,336,97,334,52
2011_002301,2,person,326,39,300,30
2011_004764,0,person,307,267,157,41
2008_007902,1,person,337,240,283,83
2008_007902,2,person,449,440,132,104
2008_007902,3,person,456,448,133,102
2008_007902,4,person,464,454,132,104
2011_006173,0,person,274,104,394,3
2012_002870,0,person,430,338,338,214
2012_002870,1,person,225,214,180,166
2007_004265,0,person,402,253,276,139
2011_000264,0,person,391,214,368,42
2011_006615,0,person,309,198,254,91
2008_005873,0,aeroplane,205,132,235,197
2008_005873,1,aeroplane,126,60,235,200
2010_003305,2,sofa,437,1,333,1
2010_003305,3,person,500,2,333,30
2010_006255,0,person,277,15,341,11
2009_002584,0,person,375,31,500,256
2011_001152,1,person,249,210,272,150
2009_000393,0,bird,232,82,301,194
2011_003023,2,person,161,151,88,67
2008_001383,0,person,322,1,350,107
2008_001383,1,person,218,1,343,65
2011_004994,0,person,217,197,278,223
2012_001389,0,person,205,138,409,309
2012_001389,1,person,323,281,429,307
2012_001389,2,person,122,88,406,325
2012_001389,3,person,64,28,432,326
2008_002852,0,person,357,196,500,174
2008_002852,1,person,243,144,500,128
2008_002852,2,person,161,55,500,155
2008_002852,3,person,92,1,500,127
2008_002852,4,person,285,252,191,156
2010_006533,0,person,335,275,366,193
2010_006533,1,person,108,59,355,223
2011_001620,1,sofa,375,34,500,141
2012_002694,0,person,338,183,205,37
2012_002694,1,person,176,87,375,131
2008_003580,0,bird,361,181,375,37
2008_003580,1,bird,442,338,59,24
2008_003580,2,bird,191,32,356,199
2008_003580,3,bird,50,1,358,288
2008_003580,4,bird,183,164,149,125
2008_003580,5,bird,332,302,107,89
2009_004687,0,sofa,195,1,372,160
2012_000083,0,person,257,103,500,118
2009_001927,0,aeroplane,292,244,192,113
2011_003037,0,person,206,45,444,28
2011_004758,0,person,448,292,363,248
2011_004980,0,person,311,247,210,70
2010_004456,1,person,307,278,164,131
2010_005748,1,person,266,187,171,23
2009_000387,0,aeroplane,487,51,273,128
2011_003751,0,person,202,110,186,62
2011_000258,2,person,474,425,285,195
2011_000258,3,person,402,380,210,169
2011_000258,4,person,336,316,199,170
2011_000258,5,person,351,336,202,168
2011_000258,6,person,315,285,209,167
2010_006241,0,person,208,47,375,206
2008_004589,0,bird,253,184,90,45
2008_004589,1,bird,307,278,92,73
2012_002817,0,person,274,1,479,274
2012_002817,1,person,217,121,436,177
2011_000565,0,sofa,498,176,299,105
2011_006672,0,person,380,86,383,132
2011_000203,0,person,381,318,375,124
2011_002414,1,sofa,500,1,365,126
2010_003362,0,bird,500,112,375,82
2007_006373,0,sofa,374,235,500,371
2007_006373,1,person,56,15,471,281
2007_009040,0,person,284,157,350,146
2007_001408,1,person,230,56,387,107
2007_001408,3,person,333,210,108,1
2007_001408,4,person,333,84,366,87
2010_004419,0,aeroplane,486,1,318,144
2009_003819,0,sofa,490,157,375,213
2010_006568,0,person,500,275,333,3
2008_002809,0,person,151,75,225,122
2008_002809,1,person,338,241,298,116
2008_002809,2,person,421,33,375,113
2008_002809,3,person,500,320,375,103
2011_006100,0,person,216,144,270,68
2011_005409,0,person,405,33,475,13
2011_003078,2,person,335,239,267,80
2011_004717,0,person,261,207,260,163
2010_006540,0,person,278,214,254,152
2011_000559,3,person,500,474,157,105
2011_000559,4,person,500,471,231,183
2010_000131,1,person,500,112,374,1
2011_001647,0,aeroplane,498,1,375,87
2008_004288,0,person,351,165,375,50
2011_006128,0,person,421,234,332,98
2011_006128,1,person,246,1,332,63
2010_004357,0,aeroplane,450,57,221,73
2009_001940,0,aeroplane,484,52,257,101
2009_001940,1,person,220,205,140,124
2009_001940,2,person,500,254,375,154
2009_001940,3,person,185,1,375,189
2011_003050,1,person,500,248,187,1
2010_005049,1,person,300,49,375,18
2010_005049,2,sofa,276,1,375,103
2009_000486,0,bird,58,32,78,62
2009_000486,1,bird,70,35,70,55
2009_000486,2,bird,131,103,105,88
2009_000486,3,bird,207,174,108,87
2009_000486,4,bird,251,222,139,123
2009_000486,5,bird,264,234,135,115
2009_000486,6,bird,341,312,143,117
2009_000486,7,bird,414,383,99,78
2009_000486,8,bird,378,343,75,57
2009_000486,9,bird,341,307,109,93
2011_004059,0,person,317,202,224,53
2012_000782,0,person,352,162,333,83
2008_000950,0,person,500,69,375,27
2007_001420,1,person,364,281,268,80
2011_002428,0,person,307,189,375,141
2010_004431,1,bird,261,180,116,72
2010_004431,2,bird,291,208,100,60
2010_004431,3,bird,336,255,93,59
2011_005347,0,person,243,187,255,90
2011_005347,1,person,396,338,245,79
2011_006896,0,person,453,264,375,107
2008_003295,0,person,411,110,374,145
2012_002181,0,person,397,197,500,89
2010_006232,0,person,314,104,412,141
2008_001482,0,person,300,168,500,61
2008_001482,1,person,189,75,500,62
2012_000796,0,person,375,219,358,89
2008_000944,1,person,257,230,90,69
2007_009068,0,sofa,500,344,375,205
2007_009068,3,person,437,284,335,160
2007_009068,4,person,283,1,344,205
2010_004425,1,sofa,500,1,375,1
2011_003044,2,sofa,457,174,289,93
2011_003044,4,person,333,246,290,146
2010_006554,0,person,391,39,304,63
2008_005182,0,bird,475,259,193,22
2008_005182,2,person,116,100,170,116
2008_005182,3,person,100,84,172,121
2008_002835,1,person,305,164,278,29
2009_002285,2,person,479,121,279,34
2011_001860,0,person,263,185,372,231
2008_002606,0,person,499,1,362,1
2009_001767,1,person,406,342,280,109
2007_007910,0,person,465,316,375,18
2011_004918,0,person,438,112,333,2
2011_003911,0,person,182,104,226,133
2008_000777,0,person,301,4,384,36
2012_003274,0,person,311,109,448,105
2009_004179,1,person,240,95,284,25
2009_004179,2,person,48,1,192,1
2009_004179,6,person,262,226,75,41
2012_001477,0,person,333,26,500,1
2008_000763,1,person,217,33,88,1
2011_003905,0,person,164,84,375,180
2010_002915,1,person,397,1,337,37
2012_001311,0,person,259,80,500,32
2008_004263,0,person,154,1,437,65
2008_004263,1,person,287,140,427,42
2008_004263,2,person,309,147,433,195
2008_004263,3,person,413,316,419,122
2012_002618,0,person,161,111,172,75
2007_009901,0,person,199,104,337,76
2007_009901,1,person,424,265,368,46
2012_000027,0,person,384,352,216,124
2008_001333,0,sofa,375,86,201,1
2008_001333,1,person,367,1,500,30
2008_001333,2,person,297,176,308,183
2008_007742,1,person,148,1,374,43
2008_007742,2,person,500,334,374,58
2012_001339,0,person,335,175,374,95
2008_008471,0,aeroplane,288,241,314,295
2008_003524,0,bird,392,115,313,80
2012_004241,0,person,270,196,235,67
2011_006855,0,person,474,166,375,11
2012_003248,0,person,386,351,228,166
2012_003248,1,person,86,60,252,184
2008_003242,0,person,335,54,334,4
2010_000694,4,sofa,214,1,165,1
2008_001455,0,person,333,155,413,13
2008_001455,1,person,209,3,404,2
2012_000741,0,person,252,192,307,172
2008_000993,0,person,280,1,333,87
2008_000993,1,person,500,271,333,67
2011_005390,0,person,500,236,340,46
2009_000337,0,person,172,99,334,226
2009_000337,1,person,466,295,334,51
2012_000755,0,person,258,80,340,143
2008_000987,0,person,410,312,375,81
2008_000987,1,person,335,249,269,64
2008_000987,2,person,253,177,243,86
2008_000987,3,person,186,85,259,76
2008_000987,4,person,385,195,375,213
2008_000987,5,person,203,1,375,206
2008_000987,6,person,267,237,116,42
2008_005627,0,sofa,271,1,204,1
2008_002148,1,person,291,18,386,45
2007_005691,0,person,135,58,111,6
2011_006699,0,person,112,91,147,101
2011_006699,1,person,290,260,151,95
2011_006699,2,person,195,159,170,95
2011_006699,3,person,495,447,204,95
2011_006699,4,person,424,391,167,92
2008_004539,2,person,325,285,285,241
2012_002142,0,person,205,121,171,29
2008_006448,0,person,500,300,375,93
2008_006448,3,person,293,188,313,135
2008_006448,4,person,164,34,358,132
2009_001997,2,person,177,173,217,203
2009_001997,3,person,223,213,221,201
2009_001997,4,person,26,12,247,212
2010_002929,3,person,500,423,326,38
2010_002929,4,person,450,395,145,65
2010_002929,5,person,381,295,146,51
2010_002929,6,person,320,261,134,65
2010_002929,7,person,473,453,98,73
2007_006171,0,person,231,54,174,37
2007_006171,1,sofa,295,1,221,48
2007_006171,2,sofa,500,251,181,103
2010_003160,0,person,129,93,164,127
2010_003160,1,person,146,117,231,148
2011_002616,0,bird,104,75,352,329
2010_005511,0,bird,213,132,477,357
2010_005511,1,bird,307,2,490,133
2010_005511,2,bird,297,200,493,46
2010_005511,3,bird,205,33,200,110
2011_004267,0,person,410,280,374,2
2011_004267,1,person,282,214,230,40
2011_006316,0,person,174,130,279,169
2011_006316,1,person,155,96,274,157
2011_006316,2,person,440,407,284,186
2011_006316,3,person,411,372,292,190
2011_006316,4,person,380,348,288,180
2011_000767,1,person,211,166,268,216
2011_000767,2,person,91,51,475,366
2011_000767,3,person,37,1,484,369
2007_004000,0,person,331,192,464,40
2007_004000,1,person,198,61,494,23
2011_007008,0,person,333,8,456,77
2010_005277,1,person,333,304,156,113
2008_006879,1,person,324,118,304,109
2007_000272,0,person,256,142,229,93
2010_003612,1,person,75,49,156,91
2010_003612,2,person,100,70,152,95
2010_003612,3,person,107,94,148,106
2010_003612,4,person,30,1,190,89
2010_003612,5,person,263,216,147,107
2010_003612,6,person,321,261,149,66
2010_003612,7,person,345,307,148,70
2008_003915,0,person,480,295,360,47
2008_003915,1,person,480,1,360,46
2008_003915,2,person,193,1,360,62
2010_001763,0,sofa,464,7,310,40
2010_003174,1,sofa,375,2,500,60
2011_004273,0,person,261,218,144,60
2012_003089,0,person,375,136,334,13
2012_003089,1,person,500,355,285,30
2010_001993,1,person,354,304,150,104
2011_005145,0,person,435,74,306,42
2011_003534,0,person,358,1,500,59
2010_002242,0,bird,384,156,196,75
2010_002242,1,bird,418,190,239,111
2008_001694,2,sofa,408,115,270,162
2011_005623,0,person,368,242,375,124
2011_005623,1,person,106,1,375,118
2012_003937,0,person,230,108,425,302
2011_000983,2,person,500,1,321,33
2011_007034,0,person,269,158,368,35
2012_004080,0,person,257,198,331,157
2012_003923,0,person,298,251,266,61
2011_000997,1,person,274,263,169,133
2011_001451,2,sofa,500,288,328,87
2007_003747,0,person,247,150,123,12
2008_003929,0,person,375,129,375,89
2008_003929,1,person,307,102,338,62
2008_003929,2,person,500,433,312,127
2008_003929,3,person,170,1,375,241
2010_001039,0,aeroplane,500,25,270,57
2010_006756,0,person,278,54,442,2
2009_003399,0,bird,347,104,313,127
2011_004529,0,person,196,1,325,1
2011_003246,1,person,444,320,233,138
2011_003246,2,person,106,92,155,133
2011_003246,3,person,88,73,162,136
2011_002158,1,person,499,203,375,31
2010_004141,1,person,390,237,171,53
2011_005637,0,person,361,1,500,13
2008_001858,1,person,247,233,173,157
2008_001858,2,person,232,221,173,159
2011_003520,0,person,386,239,321,110
2008_001680,0,person,192,1,400,31
2008_001680,1,person,276,121,400,74
2008_001680,2,person,442,241,400,59
2008_001680,3,person,500,335,400,10
2012_001852,0,person,360,290,480,282
2008_004920,3,person,337,298,240,202
2008_004920,4,person,185,169,246,219
2008_004920,5,person,154,145,253,237
2008_004920,6,person,162,154,253,238
2008_002389,0,bird,460,1,373,9
2011_001337,1,person,207,186,264,211
2011_001337,2,person,214,204,237,211
2011_001337,3,person,229,215,239,208
2011_001337,4,person,242,229,241,209
2011_001337,5,person,280,267,237,217
2011_001337,6,person,271,264,227,208
2011_001337,7,person,437,424,263,212
2007_005450,0,person,342,7,500,123
2008_004713,0,person,459,402,144,30
2008_004713,1,person,471,454,156,56
2008_004713,2,person,106,86,133,64
2012_002368,0,person,500,260,375,111
2008_002362,2,sofa,500,389,253,179
2008_002362,4,person,197,1,375,69
2008_002362,5,person,438,252,270,91
2012_003076,0,person,132,84,327,196
2007_008821,3,sofa,500,39,374,250
2008_000213,0,person,414,95,333,24
2009_001565,0,bird,451,58,233,70
2012_000219,0,person,393,13,375,87
2012_000219,1,person,433,296,280,111
2012_000219,2,person,286,151,275,106
2011_005804,0,person,259,65,447,130
2008_002404,0,person,491,244,332,5
2008_002404,1,person,459,101,188,2
2008_002404,3,person,123,52,137,58
2009_003372,0,aeroplane,500,9,229,62
2008_004075,0,bird,500,201,283,1
2009_004409,0,aeroplane,452,1,271,84
2010_006971,0,person,292,127,278,20
2008_000207,0,person,253,72,434,54
2008_001119,0,person,391,84,375,1
2008_001119,1,person,308,159,348,81
2011_005810,0,person,265,189,420,353
2007_009295,0,person,440,296,337,39
2008_000561,0,person,426,225,476,244
2008_000561,1,person,264,16,476,96
2008_000561,2,person,299,98,397,3
2008_000561,3,person,390,236,290,21
2008_000561,4,person,499,319,465,72
2008_004707,1,person,106,36,185,91
2008_004707,2,person,151,75,296,92
2008_004707,3,person,295,252,140,89
2008_004707,4,person,363,279,243,67
2008_004707,5,person,382,338,215,80
2008_004707,6,person,345,323,112,87
2008_004707,7,person,331,130,375,7
2010_001978,0,sofa,500,1,374,99
2010_001978,1,person,432,40,375,1
2010_004828,2,person,500,405,211,1
2011_002831,0,person,499,264,373,40
2011_002831,1,person,306,41,375,95
2011_004298,0,person,317,105,322,162
2011_004298,1,person,278,131,327,32
2012_002354,0,person,500,226,375,37
2012_002354,1,person,170,63,372,188
2010_001950,0,aeroplane,446,58,230,77
